Document ID,Segment position,Text,Tags,Summary,Non-operative,Not AI-related,Segment annotated,Segment validated,Summaries and tags may include unreviewed machine output
1027,14,"Human oversight of automated and algorithmic processes
Uses of AI-enabled technologies that include human oversight or review can present lower risks if appropriate practices for human-in-the-loop processes are followed. In these cases, although the risk is lower when there is sufficient human review of the output, there may be substantial risk if the review does not occur or is done by someone without proper expertise to evaluate the AI output. Therefore, HHS encourages STLT agencies to establish clear, effective human oversight protocols, document those processes, train staff, and conduct periodic oversight to ensure adherence. It is also important to ensure that such human oversight does not overcompensate and completely negate the benefits sought from the technology in the first place. HHS programs may seek to review such protocols and oversight mechanisms and require reporting on the use of AI.
Some risks from the use of AI can be mitigated by requiring a “human in the loop”, with human oversight of AI functions or requirements that a human approve AI recommendations before they are enacted. It is important to carefully design these “human in the loop” processes to ensure that human oversight provides the intended validation of AI outputs and does not result in human actions becoming a “rubber stamp” without the expected scrutiny. Refactoring AI business processes to add human oversight is an insufficient alternative to addressing a root cause of bias or errors in an AI system.
STLT agencies may seek to ensure that staff providing human oversight understand how the AI system functions, what an accurate decision looks like, and how to evaluate a system’s decisions. Staff may benefit from understanding the types of errors their role is meant to detect and have a workload appropriate for providing the expected level of oversight. STLT agencies may seek to ensure staff have the authority to override or alter the decision under review and should be able to escalate patterns of errors they have observed for further analysis and remediation.
Staff who provide human oversight for AI-enabled functions may benefit from training on relevant AI topics and should receive sufficient training in business processes to assess outputs of AI functions or models for accuracy. For example, staff who use an AI-enabled tool to advise them in benefit calculations could be trained in how to calculate benefit amounts without the assistance of the AI tool, so they can evaluate the AI’s recommendation.
STLT agencies may seek to regularly evaluate business processes that interact with AI systems by observing their execution under real-world conditions to determine the effect of automation bias. If AI outcomes that are intended to have human review or that are intended to influence, but not direct, decision-making are being accepted without appropriate scrutiny, STLT agencies may stop using the AI until business processes can be refactored and staff can be retrained.",,"Encourages agencies to implement clear human oversight, train staff, and evaluate AI-related processes for accuracy.",false,false,false,false,true
1027,15,"Protecting the Public
HHS strongly encourages STLTs to ensure automated and algorithm-based technologies advance the interests of the recipients of public benefits programs and services and maximize their ability to access public benefits programs. Critical aspects of ensuring that recipients are best served by AI- and algorithm- enabled technologies include:
• Transparency to recipients about the use of such systems, including plain language and accurate multilingual communication about the use of such systems;
• Consulting and incorporating feedback from affected communities and the public;
• Providing the ability to opt out of use of automated and algorithmic systems in favor of an easily
accessible human alternative, where applicable, including consideration of the needs of recipients
with disabilities or in need of reasonable accommodations;
• Providing mechanisms for the public to provide feedback on the customer experience and to
report incorrect information or issues;
• Notifying negatively affected individuals;
• Providing the ability to appeal decisions that were made in reliance on automated or algorithm-
based technology outputs.",,"Encourages transparency, feedback, opt-out options, public reporting, notifications, and appeals for AI use in public benefits.",false,false,false,false,true
1027,16,"
Safeguarding Privacy, Civil Rights and Civil Liberties
HHS strongly encourages STLTs to work to protect recipients from violations of or undermining trust in privacy protections through design choices that ensure such protections are included by default, including ensuring that only data strictly necessary for the specific context is collected, and with recipient consent.
Considering the expanding scale of private data collection utilized by AI, it is imperative that AI-based technologies supporting public benefits programs and services be based on ethical principles that prioritize the protection of recipient privacy and civil liberties.
Data collection should be limited in scope, minimized as much as possible, and determined to be strictly necessary for meeting specific, narrowly identified purposes. Data collected based on these specific, narrowly defined purposes should not be used in a different context without assessing for new privacy risks and implementing appropriate mitigation measures, which may include express consent.
Entities creating, using, or governing automated systems should follow privacy and security best practices designed to ensure data and metadata are not utilized beyond the specific consented use case. Best practices could include using privacy-enhancing cryptography or other types of privacy-enhancing technologies or fine-grained permissions and access control mechanisms, along with conventional system security protocols.
AI- and algorithm-based systems should be designed and built with privacy protected by default. Privacy risks should be assessed throughout the development lifecycle, including privacy risks from reidentification, and appropriate technical and policy mitigation measures should be implemented. This includes potential harms to those who are not users of the automated system, but who may be harmed by inferred data, purposeful privacy violations, or community surveillance or other community harms.",,"Encourages entities to protect privacy by default in AI systems, minimizing data collection and assessing risks.",false,false,false,false,true
1027,17,"Strengthen Governance for Automated and Algorithmic Systems
Promoting innovation and managing associated risks for automated and algorithmic systems requires effective and deliberate governance. In general, the goal of governance is to ensure management of risks stemming from reliance on automated or algorithmic system outputs in public benefits programs to inform, influence, decide, or execute program decisions or actions. Ineffective governance could undermine the efficacy, safety, equitableness, fairness, transparency, accountability, appropriateness, or lawfulness of such decisions or actions.
HHS encourages STLTs to establish governance for a program-wide risk management framework covering use of AI technologies in public benefits programs supported by HHS, with defined roles and responsibilities for clear understanding and communication of AI uses, assumptions, and limitations, and publish on a publicly available website their governance and risk-management framework. STLTs may benefit from the designation of a central Chief AI Officer role to help lead this effort.
It is important to recognize that broad applicability of automated or algorithm-based technologies requires a governance approach integrated with enterprise risk management strategies and processes alongside other system-wide areas such as cybersecurity, privacy, and regulatory compliance. This will ensure that AI gets the required level of governance attention, is integrated with other system-wide focus areas, and will facilitate operational alignment and organizational efficiencies.
The NIST AI Risk Management Framework identifies 6 key pillars of AI governance:
1. Policies, processes, procedures, and practices across the organization related to the mapping, measuring, and managing of AI risks are in place, transparent, and implemented effectively.
2. Accountability structures are in place so that the appropriate teams and individuals are empowered, responsible, and trained for mapping, measuring, and managing AI risks.
3. Workforce diversity, equity, inclusion, and accessibility processes are prioritized in the mapping, measuring, and managing of AI risks throughout the lifecycle.
4. Organizational teams are committed to a culture that considers and communicates AI risk.
5. Processes are in place for robust engagement with relevant AI actors.
6. Policies and procedures are in place to address AI risks and benefits arising from third party
software and data and other supply chain issues.
Applying these governance principles to reviewing, approving, and managing automatic and algorithmic- enabled technologies will help ensure a comprehensive and responsive approach to responsible AI innovation.
HHS strongly encourages STLTs to establish formalized processes to explicitly evaluate and put in place risk mitigation steps for automated and algorithm-based technologies used in public benefits decisions and activities for programs supported by HHS.
Development, procurement, and use of automated and algorithm-based technologies should undergo analysis of potential risks and adverse impacts; include practices to mitigate identified risks; and incorporate policies and controls for governance, such as how data is acquired, managed, and used. Automated and algorithm-based technologies should be evaluated on a variety of key elements, including validity, reliability, robustness, fairness, intelligibility, safety, security, and privacy.
HHS strongly encourages STLTs to collect and maintain an inventory of automated and algorithm-based technologies developed or procured and used in public benefits programs decisions and activities including descriptive information regarding the developers, purposes, risks, validation, and maintenance of such technologies. This inventory should be made public to the extent possible.
Sound governance requires visibility and awareness of automated and algorithmic systems being used across the public benefits administration enterprise, and transparency regarding the development and maturity of such technologies. HHS strongly encourages the inventory of automated and algorithmic systems capture key elements for each application including:18
1. Developer details and designed output
2. Purpose of the technology
3. Out-of-scope uses
4. Development details and input features
5. Process used to ensure fairness in design
6. Process to ensure integrity and suitability of data for the machine learning task
7. External validation process
8. Quantitative measures of performance in test environments
9. Quantitative and qualitative measures of performance and efficacy in real-world environments
HHS strongly encourages STLTs to ensure that this information be included by vendors included in procurement requirements of AI-based technologies or by developers for agency-built applications. It is recognized that not all this information may be available for or applicable to each automated or algorithm- based technology, and lack of such information does not have to be disqualifying. However, explicit consideration of these elements and thresholds for each is critical to robust governance of automated and algorithmic systems and system auditing.
HHS strongly encourages STLT agencies to use the acquisition process, if applicable, to gather information from vendors that will assist with identifying and mitigating risks from the use of AI, including but not limited to:
• Intended use – Vendors should identify uses that are suitable for their AI and purposes, contexts, and uses that are not suitable for their AI’s use;
• Training, test, and evaluation data – Vendors should provide details about the model’s training data, including the source of the data, the time periods the data describes, and the extent to which the data reflects real-world contexts. For training data that reflects populations, vendors should provide summary statistics of the population whose data it was trained on that are relevant to a public benefits context (e.g., race/ethnicity, age, gender, income brackets);
• Testing results – Vendors should provide information about how they have tested their system, what contexts they tested it in, findings from their testing, and changes they made to address any issues discovered during the testing process. Vendors should provide testing results broken out by the population demographics that are relevant to a public benefits context (e.g., race and ethnicity, age, gender, and income brackets);
• Audit results – Vendors should disclose whether the system and data have been assessed for bias and/or other risks, the results of any assessments, and any actions taken to mitigate findings.
HHS strongly encourages STLT agencies to only acquire and use AI if a vendor provides all necessary information to evaluate suitability and risk. Purchasing from federal or STLT acquisition schedules may simplify the process of gathering information if disclosure is required by the schedule’s terms and conditions.
HHS strongly encourages STLT agencies to consider acquisitions that enable the agency to try AI technologies before committing to expensive or lengthy contracts. Agencies could consider testing the technology in a controlled, isolated environment known as a sandbox or conducting a limited pilot to evaluate suitability, risks, and gains from using AI.
As AI becomes more commonplace, STLT agencies may anticipate that vendors may respond to proposals with solutions containing AI, even if AI features were not requested or anticipated for that acquisition.",,"Encourages establishing governance frameworks for AI in public benefits, ensuring risk management, transparency, and accountability.",false,false,false,false,true
1027,18,"Topics of potential future guidance
The next section delineates existing federal policy that HHS encourages STLTs to align with as they use AI in administration of public benefits programs. In addition, HHS will seek to further clarify general and program specific principles through new guidance and/or recommendations in the coming months. HHS is continuing to assess and consider for additional clarification in the next 12 months:
• Parameters around automation. The role of human intervention in administering rights and safety impacting automated and algorithmic systems;
• Appeal rights. When applicants and participants can appeal benefit determinations to a human reviewer for reconsideration due to the use of automated and algorithmic systems;
• Customer support. When must applicants and participants have access to a human being for customer support;
• Generative AI used to support public facing use cases and backend administrative use cases;
• IT and data readiness needed to use algorithmic systems in particular use cases;
• Success metrics and service delivery benchmarks for system implementations, including
application turnaround, eligibility determinations, appeals decisions, equity, cybersecurity, and privacy;
• Guidance on how this plan will apply to Tribes;
• Best practices on how to streamline application/eligibility process across chatbots and other
customer-assistance tools, and multilingual translation.
HHS will work with STLTs to refine this list to meet STLT needs and priorities.
Providing resources and other supports to STLTs
HHS recognizes that the teams responsible for delivering benefits and services face significant challenges in their day-to-day work, ranging from budgetary constraints and staffing shortages to out-of-date technology systems. Safe and responsible adoption and use of automated and algorithmic systems by STLTs in the administration of public benefits and services will require significant resources. HHS understands that STLTs may face challenges in adopting new practices outlined here considering resource constraints.
Federal agencies, including HHS and the General Services Administration (GSA), have already developed training and practical technical assistance guides that offer IT implementation best practices. HHS seeks to better connect the field with these existing resources.
Specific areas in which HHS will explore how it can provide additional supports and/or take additional actions include, but are not limited to:
• Providing information on available funding mechanisms for STLTs;
• Convening learning collaboratives or other knowledge sharing structures;
• Providing training data sets and/or training environments, such as those that reflect the diversity
of those eligible for benefits programs or are specific to a particular program;
• Developing frameworks to support AI quality assurance for benefits programs;
Connecting STLTs with educational implementation guides.",,"Encourages STLTs to align with federal AI policy; seeks to clarify principles, provide resources, and support.",false,false,false,false,true
1027,19,"Public Engagement strategy
To develop this plan in 180 days, HHS engaged with key affected communities for preliminary consultation and feedback including state and local benefits and services employees, human services professional associations, civil rights advocates, disability rights advocates, privacy advocates, technologists, and legal and labor representatives. As HHS develops guidance and resources over the next twelve months, it will conduct further engagement with the public, including underserved communities, to help inform the development and implementation of the guidance, tools, and support discussed in this plan.
Through the coming year, HHS will use a variety of participation and engagement activities to:
• Host ongoing listening sessions with advocates and members of affected and underserved communities to understand potential harms and promote compliance with federal civil rights and privacy laws;
• Engage state, local and community partners, including advisory committees to gather feedback and foster discussion about forthcoming guidance, consistent with applicable law and government-wide guidance;
• Conduct Tribal consultation, as well as Urban Confer through the Indian Health Service;
• Broaden public engagement to ensure the consideration of a range of lived experiences and
perspectives in policymaking;
• Host webinars and workshops with benefits and service delivery staff in partnership with select
non-governmental entities to enable information sharing;
• Share learnings and feedback received with STLTs for incorporation into the design,
development, and use of AI, and to inform agency decision-making regarding automated and
algorithmic systems;
• Improve STLT access to non-governmental organization-developed training, educational
materials (including playbooks, toolkits, frameworks, and other “best practice”-type content).",,"Engages communities to inform AI guidance, ensuring compliance with civil rights and privacy laws.",false,false,false,false,true
1029,1,"I. Introduction
This guidance from HUD’s Office of Fair Housing and Equal Opportunity explains how the Fair Housing Act (“Act”) applies to the advertising of housing, credit, and other real estate-related transactions through digital platforms.In particular, it addresses the increasingly
common use of automated systems, such as algorithmic processes and Artificial Intelligence (AI),to facilitate advertisement targeting and delivery.
New technologies can be used to target advertising toward some consumers and away from others.This can be done deliberately—for example, when advertisers choose to have their ads directed in a particular way—but it can also can occur through the operation of
complex automated systems designed to make ad delivery more efficient in accomplishing an advertiser or ad platform’s purposes. These systems may conclude, for example, that women are more likely than men to click on advertising for certain products, and so direct such ads only to women (or, more precisely, to people they have estimated to be women). Or they may conclude that Black people respond more frequently to certain ad variants than others, and so direct only those ads to Black people.4 Importantly, this can happen without the advertiser’s
direction or knowledge, and can even frustrate an advertiser’s intention that an ad be distributed more broadly. Such targeting and delivery, which may be permissible in other contexts, risks violating
the Act when used for housing-related ads. As described further below, the Act prohibits discrimination in a variety of housing-related transactions based on seven protected classes — race, color, religion, sex (including sexual orientation and gender identity), national origin, familial status (children under eighteen being present, seeking of legal custody, or pregnancy), or disability.6 Ad targeting risks discriminating on the basis of protected characteristics in violation of the Act in multiple ways, including: denying consumers information about housing opportunities; targeting vulnerable consumers for predatory products or services; discouraging or detering potential consumers; advertising different prices or conditions to consumers; steering home-seekers to particular neighborhoods; or charging advertisers higher amounts to show ads to some consumers. Discriminatory advertising can contribute to, reinforce, and perpetuate residential segregation and other harms addressed by the Fair Housing Act. This guidance describes the responsibilities and potential liability of both advertisers and ad platforms, and how ad targeting and delivery functions may risk violating the Act when deployed for housing-related ads. This guidance concludes with recommendations to avoid violations of the Act.The term “advertiser,” as used in this guidance, refers to entities or individuals placing advertisements for any one of the full range of products and services covered by the Act, which includes rental housing and property management services, residential real estate and related services, mortgages and mortgage broker services, home insurance, and more.8 The term “ad platform,” as used in this guidance, refers to products or systems used to direct and deliver advertisements to consumers in digital spaces—sometimes on a single website or mobile application, such as a social media or real estate website, and other times across many websites, mobile applications, or other channels. Ad platforms can be highly complex systems that may employ a wide range of tools to determine which ads are delivered to which users. These tools often include audience categorization and selection tools, custom and mirror audience tools, and ad delivery models, ad auctions, and other algorithmic systems.",,"Explains how the Fair Housing Act applies to digital housing ads and automated targeting systems, highlighting discrimination risks.",false,false,false,false,true
1029,2,"II. Legal Background
The Fair Housing Act prohibits discrimination in the sale, rental, and financing of dwellings and in other housing-related services because of race, color, religion, sex, national origin, familial status, or disability. The Act prohibits intentionally discriminatory practices, as well as those with an unjustified discriminatory effect. The Act also prohibits discriminatory statements. Any entity that “play[s] a substantial role” in a discriminatory housing decision or outcome can be liable under the Act, even if that entity or person is not the provider of housing or housing-related services. Intentional discrimination can include using a protected characteristic—or a proxy for a protected characteristic —as the basis for the decision to offer, not offer, or provide different terms for housing or a housing-related transaction. This is true even if that decision is made in whole or in part by an automated system, including a system using machine learning or another form of AI. Even when there is no intent to discriminate, a policy or practice violates the Act if it has a discriminatory effect and (i) the policy or practice is not necessary to achieve a substantial, legitimate, non-discriminatory interest or (ii) the interest can be served by a less discriminatory alternative. Discriminatory effects liability is assessed using a three-step burden-shifting framework and requires a fact-specific analysis. In the first step of the analysis, a plaintiff (or HUD in an administrative enforcement action) has the burden to prove that a policy or practice has a discriminatory effect, meaning that it has a disparate impact based on one or more of the characteristics protected by the Act or it perpetuates segregation. If such a discriminatory effect is proven, the burden shifts to the defendant (or respondent in an administrative action) to prove that the policy or practice is necessary to achieve a substantial, legitimate, nondiscriminatory interest. If a defendant or respondent successfully meets this burden, the burden shifts back to the plaintiff or HUD to prove that such interest could be served by another practice that has a less discriminatory effect.The Act also explicitly forbids discriminatory statements and advertising practices. The Act specifically prohibits making, printing, or publishing any housing-related advertisement which indicates any preference, limitation or discrimination because of a protected characteristic. HUD’s regulations implementing the Act prohibit “[u]sing words, phrases, photographs, illustrations, symbols or forms which convey that dwellings are available or not available to a particular group of persons because of [protected characteristics]”; “[s]electing media or locations for [housing-related advertising] which deny particular segments of the housing market information about housing opportunities because of [protected characteristics]”; and “[r]efusing to publish [housing-related advertising] or requiring different charges or terms for such advertising because of [protected characteristics].”",,"Prohibits housing discrimination based on protected characteristics, including through AI, and forbids discriminatory statements.",false,false,false,false,true
1029,3,"III. Audience Targeting Tools
Ad platforms have provided a range of tools for advertisers to select their intended target audience for ads, including audience categorization, custom audience, and mirror audience tools.",,"Provides tools for advertisers to select intended target audiences, including categorization and custom tools.",false,false,false,false,true
1029,4,"A. Audience Categorization Tools
“Audience categorization tools” refers to tools that ad platforms offer advertisers to segment and select potential audiences by category, such as gender, age, income, location, interests, activities, or connections. These audience categorization tools may take different forms, such as drop-down menus, toggle buttons, search boxes, or maps, and may allow both inclusion and exclusion functions. An example of how categorization tools may work is the display of a toggle button in an ad placement interface that prompts an advertiser to select “men” or “women” as the potential audience for ad delivery. Other examples of categorization tools would be the display of a dropdown menu that prompts advertisers to select potential audience members by field of employment, or a map that prompts advertisers to select residents of certain neighborhoods as potential audience members.In some instances, consumers may self-identify and disclose their gender, location, or other characteristics when they sign up for a product, make a purchase, or even sign into their browser. For example, consumers may disclose their gender in response to question prompts when creating and filling out a profile on a social media site, or consumers may disclose their address when signing up for a company’s mailing list. In other instances, ad platforms infer consumers’ characteristics from available data such as their purchase or browsing history, activities, and movements. Often such inferences are drawn not just from information about the consumer, but also from information about people with whom the consumer interacts. Examples of this would be a platform inferring a consumer is female based in part on past purchases of women’s clothing; inferring a consumer resides on a particular block based in part on their phone’s regular nighttime presence in that location; or inferring a consumer’s sexual orientation based in part on friend groups, associations, or the content of social media posts.Advertisers and ad platforms may violate the Act by segmenting and selecting audiences for housing-related ads based in part on protected characteristics or proxies, whether self-disclosed or inferred. For example, some categorization tools have directly segmented potential audiences by protected characteristics, such as gender, parental status, country of origin, religion, or affiliation with disability-rights groups.23 Other categorization tools have segmented audiences based on proxies for protected characteristics.24 Examples of such proxies are precise geographic location (e.g., census blocks), language spoken, purchases of diapers, cribs, or other child-needs, or engagement with culturally-specific media.
One way that ad platforms’ and advertisers’ use of these tools for housing-related ads may violate the Act is by limiting protected class groups from accessing information about housing opportunities. For example, they may do so when used to exclude families with children or people with service animals from the eligible audience for a rental ad, or when used to exclude residents of predominately Black and Hispanic neighborhoods from the eligible audience for a home insurance ad. Such exclusion risks violating the Act even if done for purportedly ‘benign’ purposes—such as an advertiser’s belief that a particular property is inappropriate for children because it has potentially hazardous features like stairs or pools.26
The use of categorization tools to target housing-related ads may also violate the Act by subjecting vulnerable protected class groups to targeting of predatory products or harmful housing practices, also known as ‘reverse redlining.’ For example, a lender may violate the Act by targeting ads for high-cost loans only to consumers who have limited English-proficiency, or a company running a housing-related scam may violate the act by targeting ads to immigrants from a particular country (and using cultural markers to build trust to perpetrate the scam).
Finally, the use of categorization tools to target housing-related ads may violate the Act when used to show different content to different groups on the basis of protected characteristics—which may result in steering, pricing discrimination, or other discriminatory outcomes.27 Advertisers may frame an ad in one way to one group, and a different way to another group, based on their own views on the efficacy of doing so or relying on tools intended to predict which ads perform better with which groups (such as A/B testing or machine learning). A well-publicized example of this from a non-housing context has been movie trailers tailored differently for White or Black audiences.28 In the housing context, this customization may violate the Fair Housing Act if, for example, it results in meaningfully different information about housing opportunities being made available to consumers on the basis of a protected characteristic, serves to deter consumers from seeking housing opportunities on the basis of a protected characteristic, or serves to steer consumers to housing opportunities in specific neighborhoods on the basis of a protected characteristic.
For example, it may violate the Act to for a property management company to target a rental ad to predominately Black neighborhoods that includes prominent disclaimers stating “no criminal records!” and “good credit only!,” while targeting an otherwise similar ad for the same property to White neighborhoods that does not contain those disclaimers. Such an ad could deter or discourage applicants on the basis of race. It may also violate the Act to target a mortgage ad to men that includes details about available interest rates, while an otherwise similar ad targeted to women instead contains the phrase “getting a mortgage is easy!.” Recipients of the second ad would be given less information to make a home purchase decision because of their gender.
Advertisers and ad platforms should be alert to the risk of using categorization tools for housing-related ads and take steps to avoid discriminatory delivery through these features. Advertisers should not utilize categorization tools for housing-related ads that segment audiences on the basis of protected characteristics or close proxies, and ad platforms should consider disabling some or all categorization functions for housing-related ads. Notably, some platforms have already taken steps to limit audience categorization tools for housing-related ads to avoid enabling ad placements that may violate the Act.These efforts often rely on a combination of machine learning and advertiser self-certification to flag ads as pertaining to content covered by the Act before audience selection options are offered to an advertiser placing an ad. Advertisers should be alert to this flagging function and accurately certify as to whether an ad being posted is a housing-related ad and so covered by the Act. Ad platforms should regularly audit the accuracy of advertiser certification and machine learning-based flagging tools, and take corrective action when necessary to ensure housing-related ads are being identified.
Ad platforms that offer categorization tools for housing-related ads should audit the categorization tools offered to advertisers and identify any resulting differences in ad delivery based on protected class to determine which categorization tools should not be offered for housing ads. Performing such audits can ensure that the ad platform provides the least discriminatory option among those that satisfy a legitimate need. It should be kept in mind that ad platforms may regularly generate new targeting categories, in part based on machine learning techniques. Newly derived targeting options may operate effectively as proxies for protected classes, so ad platforms should regularly test that any targeting options provided to advertisers for housing-related ads do not result in discriminatory delivery. While these practices can help minimize one form of risk, both advertisers and ad platforms should be aware that limiting explicit categorization options does not protect against potential discrimination in downstream delivery functions like those described in section IV below.",,"Prohibits ad tools segmenting housing audiences by protected characteristics or proxies, risking discriminatory ad delivery.",false,false,false,false,true
1029,5,"B. Custom and Mirror Audience Tools
A number of platforms have also offered features that deliver ads only to a specified “custom” audience or to an audience estimated to be similar to a custom audience in interests, behaviors, or likelihood to interact with an ad.Custom audience tools deliver ads to an audience specified by an advertiser. These tools may function by prompting an advertiser to upload a list of identifying information such as phone numbers, emails, or names, and then delivering ads only to members of that audience. Advertisers may acquire these lists from existing customer databases, data brokers, or other sources. Custom audience tools may also function by identifying consumers who have taken a specific action tracked by an advertiser or ad platform, such as visiting a particular website, making a particular purchase, attending a particular event, or interacting with a particular person or organization. Mirror audience tools are designed to find consumers who are similar to or mirror consumers on a customized list—also called a ‘source audience.’After prompting advertisers to upload data that identifies specific consumers, the mirroring tools use algorithmic techniques to find an expanded audience of potential consumers who are similar to the source audience, which may include consideration of demographics, income, location, behaviors, interests, habits, associations, or other traits—potentially leading to discriminatory outcomes. The use of custom and mirror audience tools for housing-related ads may violate the Act when the source audience is limited by protected characteristics, and when mirroring functions to introduce, replicate, or enhance such limitations. Custom and mirror audiences may be used to effectuate discriminatory intent, such as if a perpetrator of a housing scam uploads a list of consumers known to have limited English proficiency in order to target an ad for the scam, and the ad platform mirrors that list. But custom and mirror audience tools may also drive discriminatory delivery of housing-related ads even in the absence of discriminatory intent. For example, when placing an ad for a home, a real-estate agent may upload a custom audience from attendees at a recent open house held for a nearby home. If all the attendees at the open house were White, the new home ad will be eligible to be delivered only to White consumers. Using mirroring functions with this audience may replicate and expand biases in the source audience, resulting in delivery of the ad to people who did not attend the open house but who may also all be White (because of similarities identified by the algorithm based on the millions of data points described above covering interest, activities, and associations).
As another example, in order to attract new tenants, a property management company may post an ad and provide a source list of existing tenants, who are mostly White and childless, to an ad platform. The ad platform’s mirroring function may generate an expanded audience of other White and childless people based on their shared online behavior. This would deny information about this housing opportunity based on the protected class characteristics of the source list, even though there would be high demand from other members of the community if they knew about the housing opportunity.
Advertisers and ad platforms should be alert to the risk posed by utilization of custom and mirror audience tools for housing-related ads and take steps to avoid discriminatory delivery through these features. Ad platforms should consider disabling custom and mirror audience functions altogether for housing-related ads.36 When offering those features, ad platforms should present advertisers with clear guidance and prominent disclaimers about the appropriate use of custom and mirror audience tools for housing-related ads. Advertisers and ad platforms should audit source lists to ensure they are not unjustifiably limited on the basis of protected characteristics. Advertisers and ad platforms should also audit ad delivery outcomes to ensure they are non-discriminatory.
Again, following these best practices can be helpful but, as with categorization tools, limiting discrimination in source audiences and mirroring functions does not protect against potential discrimination in the downstream ad delivery functions described below.",,Warns against discriminatory use of custom and mirror audience tools in housing-related ads. Suggests audits and guidance.,false,false,false,false,true
1029,6,"IV. Algorithmic Delivery Functions
In addition to eligible audience selection tools—such as the categorization, custom, and mirror audience tools described above—ad platforms may use machine learning and other forms of AI to decide which ads are actually delivered to which consumers, and at what location, time, and price. As there is limited space in which to place ads for any given consumer, ad platforms employ sophisticated technologies to conduct complex calculations to determine which ads, from among the ads the consumer is eligible to receive, to actually deliver to the consumer.
Ad platforms may use machine learning and other forms of AI to determine which consumers within the targeted audience are most likely to achieve the advertiser’s objective for a specific ad, such as clicking on it. This estimate may be combined with other information—such as how much particular advertisers are willing to pay to place an ad and an estimate of the quality of the ad and other factors—to determine which ad to show a particular consumer at a given moment.37 Algorithmic delivery functions may violate the Act when they direct housing-related ads to or away from consumers based on protected characteristics—potentially resulting in steering, pricing discrimination, or other discriminatory outcomes.38 As with audience selection functions, algorithmic delivery functions may operate to exclude protected groups from an ad’s audience or to concentrate delivery to a protected group—an outcome particularly problematic for predatory products.
Consider the following illustration of how a delivery system might steer ads away from protected class groups in a manner that may run afoul of the Act, even where an advertiser has no intent to create that result. A mortgage lender, conscious of the need to avoid redlining, may specifically want to advertise evenly across a metropolitan area. The mortgage lender may therefore select consumers who live in an entire metropolitan area as the target audience for its ad for a residential mortgage product. However, an ad delivery system may not deliver the ad to every consumer in the selected area. Instead, relying on the mechanisms described above, the system may deliver the ad to a subset of consumers it determines most likely to engage with the ad. Thus, notwithstanding the mortgage lender’s expressed intent to display the ad to consumers throughout the metropolitan area, the ad delivery system may actually deliver the ad only to consumers who live in wealthier and Whiter neighborhoods of the metropolitan area, because the system has predicted those consumers are most likely to engage with the ad based on factors such as their income or profession, past interactions with lending ads, or home purchase history of friends, family, and neighbors.
Similarly, if the same mortgage lender seeks to run several ads throughout the metropolitan area with images of various and diverse human models—e.g., an ad with a White family, an ad with a Hispanic family, an ad with a single woman, and ad with a person in a wheelchair—the delivery system may steer particular versions of the ad to particular consumers, in part, based on protected characteristics. For example, research has shown ad delivery systems may deliver an ad with an image of a White family more often to White consumers and an ad with an image of a Black family more often to Black consumers in part because of people’s tendency to click on them.39 Research has also indicated ad delivery systems function likewise along lines of other protected classes such as gender.40 Additional research has shown that the text content, the content of the destination link of the ad, and image content (beyond images of people) may similarly influence the outcomes. Advertisers and ad platforms should be alert to the potential operation and consequences of this steering for housing-related ads.
Relatedly, systems that incorporate pricing may discriminate by charging advertisers higher amounts to show ads on the basis of protected characteristics. Research shows, for example, it often costs more to advertise to women than men (because of prior purchasing or ad engagement histories).42 Ad platforms may react to such higher prices by showing the ad only to consumers the platform is charging less to deliver ads to. For example, advertisers who want to pay less per ad view may end up inadvertently advertising only to men. Differential pricing may have additional implications, like effectively charging advertisers more to show ads to consumers on the basis of a protected characteristic.
Finally, discriminatory delivery on the basis of protected characteristics may occur because of differences in the level of confidence a delivery system has about its predictions for consumers—which in turn can be based on disparities in the number and type of past interactions, as well as disparities in data the system was trained on If an algorithm has greater confidence in its predictions about White consumers relative to housing ads, that may cause it to deliver certain ads much more frequently to White consumers.
Advertisers and ad platforms should be alert to the risk of utilization of ad delivery technologies and consider the recommendations below to reduce the risk of violating the Act.",,"Prohibits algorithmic ad delivery that discriminates based on protected characteristics, potentially causing discriminatory outcomes.",false,false,false,false,true
